Profile,Year,Landform,subLandform,LF3,LF5,Easting,Northing,Latitude,Longitude,Horizon,Horiz.simp,Depth.range,Depth.upper,Depth.lower,Depth.mean,Depth.cat,Gravel.pct,Sand.pct,Silt.pct,Clay.pct,Sand.corr,Silt.corr,Clay.corr,Gravel.clr,Sand.clr,Silt.clr,Clay.clr,Bulk.density,C.pct,N.pct,C.N.ratio,pH.H2O,pH.CaCl2,EC,CEC,Al_ex,Ca_ex,K_ex,Mg_ex,Na_ex,Al.clr,Ca.clr,K.clr,Mg.clr,Na.clr
56,2016,Valley_floor,NA,Depos,VF,495711,6403941,116.954342,-32.5017949,B2,B2,42-60,42,60,51,50,5.85,86.9,5,8.1,81.8,4.7,7.6,-0.670165754,1.967669828,-0.889044906,-0.408459168,1.704957,1.92,0.04,48,7.78,6.4,288,4.38,0.02,0.62,0.05,2.48,2.81,-2.823153398,0.610833806,-1.906862666,1.997128167,2.122054091
57,2016,Sub_valley_floor,NA,Depos,VF,495765,6404195,116.954918,-32.4995038,A,A,0-15,0,15,7.5,5,19.64,72.4,11.9,15.7,58.2,9.6,12.6,0.01833991,1.104656962,-0.697465294,-0.425531579,1.44023,2.91,0.23,12.65217391,6.62,6.19,1577,13.16,0.04,2.55,0.28,8.43,8.91,-3.371520399,0.783448785,-1.42561025,1.979152198,2.034529667
57,2016,Sub_valley_floor,NA,Depos,VF,495765,6404195,116.954918,-32.4995038,A2,A2,15-30,15,30,22.5,25,30.4,80.2,11.1,8.7,55.8,7.7,6.1,0.593011214,1.200342475,-0.780211066,-1.013142623,1.555,0.44,0.03,14.66666667,7.13,7.17,513,2.76,0.1,0.58,0.06,1.52,1.6,-1.348183289,0.409674629,-1.859008913,1.373112139,1.424405433
57,2016,Sub_valley_floor,NA,Depos,VF,495765,6404195,116.954918,-32.4995038,B1,B,30-40,30,40,35,35,12.94,67,4.3,28.7,58.3,3.7,25,-0.227960218,1.277318587,-1.479950687,0.430592318,1.6248,0.17,0.02,8.5,7.34,6.67,650,5.43,0.005,0.75,0.09,3.04,3.37,-4.164882409,0.845752885,-1.274510651,2.245292473,2.348347702
57,2016,Sub_valley_floor,NA,Depos,VF,495765,6404195,116.954918,-32.4995038,B2,B2,40-60,40,60,50,50,28.96,74.9,4.5,20.6,53.2,3.2,14.6,0.569878992,1.178021821,-1.632885766,-0.115015047,1.6623,0.1,0.01,10,6.72,6.5,7.27,4.38,0.02,0.62,0.05,2.48,2.81,-2.823153398,0.610833806,-1.906862666,1.997128167,2.122054091
58,2016,Lower_slope,NA,Depos,LS,496884,6403490,116.966827,-32.5058673,A,A,0-10,0,10,5,5,8.41,94,0.501,5.5,86.1,0.5,5,0.25411607,2.580204007,-2.568452585,-0.265867492,1.619,2.2,0.15,14.66666667,5.83,5.2,225.9,4.52,0.03,3.78,0.05,0.68,0.16,-2.028395876,2.807886031,-1.517570252,1.09249954,-0.354419443
58,2016,Lower_slope,NA,Depos,LS,496884,6403490,116.966827,-32.5058673,B1,B,10-40,10,40,25,25,12.43,88.628,9.641,2.2,77.6,8.4,1.9,0.109671424,1.941125946,-0.282209775,-1.768587595,1.754,0.7,0.04,17.5,5.61,4.59,72.3,2.27,0.13,0.98,0.02,0.49,0.14,-0.309838971,1.71017915,-2.181641148,1.017031969,-0.235730999
58,2016,Lower_slope,NA,Depos,LS,496884,6403490,116.966827,-32.5058673,B2,B2,40-70,40,70,55,50,4.93,27.5,6.8,65.7,26.1,6.5,62.5,-1.120721771,0.545874555,-0.844258582,1.419105798,1.619,0.2,0.04,5,5.23,4.28,61.4,7.04,0.35,0.88,0.09,3.86,0.79,-0.555690874,0.366297879,-1.913814358,1.844798434,0.258408917
59,2016,Lower_slope,NA,Depos,LS,497268,6404131,116.970917,-32.5000858,A,A,0-5,0,5,2.5,5,8.8,89.9,3.8,6.3,82,3.5,5.7,-0.218923307,2.013044219,-1.14091206,-0.653208853,1.453,1.88,0.14,13.42857143,6.76,5.9,108.5,4.52,0.005,3.52,0.14,0.57,0.08,-3.479554007,3.077224349,-0.147349497,1.256644441,-0.706965285
59,2016,Lower_slope,NA,Depos,LS,497268,6404131,116.970917,-32.5000858,A2,A2,5-20,5,20,12.5,15,4.25,89.4,4.3,6.2,85.6,4.1,5.9,-0.823716915,2.179049385,-0.859648924,-0.495683547,1.553,1.36,0.09,15.11111111,5,4.27,66.5,1.87,0.18,1.27,0.02,0.16,0.07,0.261130779,2.214946107,-1.936093799,0.143347743,-0.68333083
59,2016,Lower_slope,NA,Depos,LS,497268,6404131,116.970917,-32.5000858,B1,B,20-50,20,50,35,35,10.87,87.8,5.2,7,78.3,4.6,6.2,-0.138283274,1.836257628,-0.998233671,-0.699740683,1.71,0.18,0.02,9,5.02,4.11,17.8,1.12,0.28,0.27,0.01,0.09,0.02,1.428521883,1.392154239,-1.903682627,0.293541951,-1.210535446
59,2016,Lower_slope,NA,Depos,LS,497268,6404131,116.970917,-32.5000858,B2,B2,50-80,50,80,65,70,13.23,65.3,8,26.7,56.7,6.9,23.2,-0.341496742,1.113790491,-0.992462308,0.220168559,1.845,0.16,0.02,8,5.2,4.27,38.1,3.23,0.34,0.64,0.01,1.31,0.14,0.486460872,1.118983431,-3.039899652,1.835297671,-0.400842323
60,2016,Lower_slope,NA,Depos,LS,496653,6404196,116.964371,-32.4994978,A,A,0-17,0,17,8.5,5,11.617,91.2,5,3.8,80.6,4.4,3.4,0.065632501,2.002661608,-0.9052325,-1.16306161,1.538,1.6,0.11,14.54545455,5.43,4.61,107.8,2.8,0.07,2.13,0.07,0.33,0.05,-0.925901438,2.489480578,-0.925901438,0.624695974,-1.262373675
60,2016,Lower_slope,NA,Depos,LS,496653,6404196,116.964371,-32.4994978,A2,A2,17-37,17,37,27,25,15.742,92,4.5,3.5,77.5,3.8,2.9,0.37975179,1.973697426,-1.041579443,-1.311869773,1.714,0.26,0.02,13,5.66,4.37,16.84,1.49,0.15,0.63,0.06,0.14,0.02,0.31302042,1.748104945,-0.603270312,0.244027548,-1.701882601
60,2016,Lower_slope,NA,Depos,LS,496653,6404196,116.964371,-32.4994978,B1,B,37-53,37,53,45,50,51.346,93,4.2,2.2,45.2,2,1.1,1.804051666,1.676561716,-1.44138819,-2.039225191,1.6524,0.12,0.01,12,5.88,4.69,10.93,0.99,0.05,0.49,0.03,0.15,0.02,-0.390775664,1.891606722,-0.901601288,0.707836625,-1.307066396
60,2016,Lower_slope,NA,Depos,LS,496653,6404196,116.964371,-32.4994978,B2,B2,53-72,53,72,62.5,70,8.755,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1.753,0.08,0.01,8,5.46,4.92,21.87,2.68,0.07,0.83,0.02,1.19,0.1,-0.882011156,1.590919303,-2.134774124,1.951202188,-0.525336212
60,2016,Lower_slope,NA,Depos,LS,496653,6404196,116.964371,-32.4994978,B3,B3,72-95,72,95,83.5,90,15.391,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1.687,0.09,0.01,9,6.45,5.11,22.39,6.2,0.03,1.73,0.03,3.59,0.23,-2.175254267,1.879425039,-2.175254267,2.609455833,-0.138372339
61,2016,Sub_valley_floor,NA,Depos,VF,496840,6404334,116.966362,-32.4982534,A,A,0-20,0,20,10,15,7.849,75.2,11.4,13.4,69.3,10.5,12.3,-0.729565255,1.448493516,-0.438576133,-0.280352128,1.156,4.21,0.27,15.59259259,5.24,4.8,144.7,7.43,0.03,5,0.13,1.41,0.21,-2.475678126,2.640317684,-1.009341057,1.374469476,-0.529767977
61,2016,Sub_valley_floor,NA,Depos,VF,496840,6404334,116.966362,-32.4982534,B1,B,20-35,20,35,27.5,25,16.288,90.1,5.2,4.7,75.4,4.4,3.9,0.301474388,1.833853023,-1.007349711,-1.127977699,1.552,0.43,0.09,3.609302326,6.14,4.75,179.9,3.32,0.06,1.63,0.06,1,0.33,-1.564029908,1.737960823,-1.564029908,1.249380809,0.140718184
61,2016,Sub_valley_floor,NA,Depos,VF,496840,6404334,116.966362,-32.4982534,B2,B2,35-65,35,65,50,50,10.554,91.2,6.4,2.4,81.6,5.7,2.1,0.046320506,2.091644833,-0.569718254,-1.568247084,1.7,0.13,0.03,13.07692308,6.16,4.95,85.6,1.49,0.02,0.49,0.01,0.59,0.26,-1.690973112,1.507700006,-2.384120292,1.693417152,0.873976246
61,2016,Sub_valley_floor,NA,Depos,VF,496840,6404334,116.966362,-32.4982534,B3,B3,65-80,65,80,72.5,70,9.635,83.8,8.5,7.7,75.7,7.7,7,-0.379425433,1.681950425,-0.603607406,-0.698917586,1.682,0.13,0.02,12.93846154,6.42,4.9,90.8,2.08,0.06,0.5,0.02,1.07,0.36,-1.138896016,0.98136752,-2.237508305,1.742173349,0.652863453
62,2017,Lower_slope,Sub_valley_floor,Depos,LS,495983,6404204,116.9572,-32.49942,A1,A,0-18,0,18,9,5,7.35,83.4,10.3,6.3,77.3,9.5,5.8,-0.593185683,1.759807959,-0.336594198,-0.830028079,1.149,1.17,0.093,12.58064516,5.6,4.54,92.3,4.2,0.005,2.7,0.6,0.5,0.1,-3.735992668,2.555576471,1.051499074,0.869177518,-0.740260395
62,2017,Lower_slope,Sub_valley_floor,Depos,LS,495983,6404204,116.9572,-32.49942,A2,A2,18-34,18,34,26,25,10.64,89.5,6.7,3.8,80,6,3.4,-0.075925021,1.94148113,-0.648786036,-1.216770073,1.416,0.329,0.025,13.16,5.23,4.46,14.58,3.3,0.005,2.2,0.2,0.3,0.1,-3.373146203,2.713628524,0.315733251,0.721198359,-0.37741393
62,2017,Lower_slope,Sub_valley_floor,Depos,LS,495983,6404204,116.9572,-32.49942,B1,B,34-74,34,74,54,50,27.89,90.9,6.3,2.8,65.5,4.5,2,0.901382471,1.755164412,-0.922808334,-1.73373855,1.439,0.167,0.017,9.823529412,6.28,5.06,15.99,2.3,0.005,1.4,0.1,0.3,0.1,-3.144119742,2.490669861,-0.148387469,0.95022482,-0.148387469
62,2017,Lower_slope,Sub_valley_floor,Depos,LS,495983,6404204,116.9572,-32.49942,B2,B2,74-95,74,95,84.5,90,0.2233,55.7,26.4,17.9,55.6,26.3,17.9,-3.667567553,1.849854768,1.101240506,0.71647228,1.547,0.27,0.031,8.709677419,7.38,6.16,3.5,5.4,0.1,3.9,0.1,0.9,0.2,-1.310786681,2.352774965,-1.310786681,0.886437897,-0.6176395
63,2017,Lower_slope,NA,Depos,LS,496419,6404110,116.9619,-32.50027,A,A,0-17,0,17,8.5,5,5.03,91.49,4.25,4.25,86.9,4,4,-0.597771701,2.251566348,-0.826897324,-0.826897324,1.3795,1.309687495,0.107828781,12.14599185,4.65,4.05,217.2,2,0.1,1.8,0.1,0.3,0.1,-0.797796809,2.092574949,-0.797796809,0.300815479,-0.797796809
63,2017,Lower_slope,NA,Depos,LS,496419,6404110,116.9619,-32.50027,E,A2,17-36,17,36,26.5,25,10.477,92.17,4.54,3.28,82.5,4.1,2.9,0.039762783,2.103378698,-0.898432622,-1.244708859,1.5943,0.281303972,0.025480196,11.04010241,4.82,3.75,66.2,0.6,0.3,0.6,0.1,0.1,0.005,1.119684392,1.812831572,0.021072103,0.021072103,-2.97466017
63,2017,Lower_slope,NA,Depos,LS,496419,6404110,116.9619,-32.50027,B1,B,36-52,36,52,44,50,9.04,91.86,5.34,2.8,83.6,4.9,2.5,-0.081647983,2.142736362,-0.694071953,-1.367016426,1.6471,0.095321424,0.008951585,10.64855289,5.56,4.73,16.76,0.4,0.005,0.6,0.005,0.2,0.005,-1.695274239,3.092217503,-1.695274239,1.993605215,-1.695274239
63,2017,Lower_slope,NA,Depos,LS,496419,6404110,116.9619,-32.50027,B2,B2,52-78,52,78,65,70,26.714,88.0101,7.142918,4.84698,64.5,5.2,3.6,0.689826406,1.571303857,-0.946702741,-1.314427521,1.647,0.0723897,0.007387693,9.798688669,6.35,5.34,20.97,1.3,0.1,0.9,0.005,0.6,0.1,-0.198650355,1.998574223,-3.194382628,1.593109115,-0.198650355
63,2017,Lower_slope,NA,Depos,LS,496419,6404110,116.9619,-32.50027,B3,B3,78-95,78,95,86.5,90,6.818,71.86047,9.20452,18.93501,67,8.6,17.6,-0.866413801,1.418712645,-0.634217771,0.081918927,1.8501,0.102839068,0.013451627,7.645102798,5.83,4.74,31,3.6,0.1,1.1,0.005,2.1,0.2,-0.627966524,1.769928749,-3.623698797,2.416555914,0.065180657
64,2017,Mid-slope,NA,Eros,MS,495625,6403350,116.9534,-32.50713,A,A,0-15,0,15,7.5,5,5.636743215,90.2,4.5,5.3,85.1,4.2,5,-0.575107527,2.139413054,-0.869329457,-0.69497607,1.38,1.748999834,0.146867096,11.9087248,4.85,4.1,155.2,3.7,0.1,2.6,0.3,0.7,0.3,-1.480246253,1.777850285,-0.381633964,0.465663896,-0.381633964
64,2017,Mid-slope,NA,Eros,MS,495625,6403350,116.9534,-32.50713,E,A2,15-43,15,43,29,25,8.526966152,88,12,0.05,80.5,11,0.025,0.833106972,3.078130526,1.087768614,-4.999006112,1.47,0.197686538,0.027017936,7.316863038,6.1,4.55,23.89,1.1,0.005,0.7,0.1,0.3,0.1,-3.005490306,1.936152116,-0.009758033,1.088854256,-0.009758033
64,2017,Mid-slope,NA,Eros,MS,495625,6403350,116.9534,-32.50713,B1,B,43-59,43,59,51,50,14.75779565,49.1,5.7,45.2,41.9,4.9,38.5,-0.224966222,0.818548143,-1.327502479,0.733920558,1.51,0.16433908,0.035517342,4.627009495,6.52,5.76,155.5,6.4,0.1,1.3,0.005,3.8,0.7,-1.030542679,1.534406679,-4.026274952,2.607043481,0.915367471
64,2017,Mid-slope,NA,Eros,MS,495625,6403350,116.9534,-32.50713,B2,B2,59-87,59,87,73,70,12.50724638,44.3,5.2,50.5,38.8,4.5,44.2,-0.343074468,0.789037592,-1.365305258,0.919342134,1.55,0.188615724,0.027949234,6.748511293,5.47,5.11,112.4,6.3,0.005,1.4,0.1,3.7,0.8,-4.062469176,1.572320428,-1.066736902,2.544181011,1.01270464
65,2017,Lower_slope,NA,Depos,LS,496030,6403765,116.9577,-32.50338,A,A,0-19,0,19,9.5,5,8.840083201,87.4,5.7,6.9,79.7,5.2,6.3,-0.332397245,1.866576052,-0.863034908,-0.6711439,1.3,1.32996726,0.105905071,12.55810745,5.79,4.73,102.4,2.3,0.1,1.4,0.1,0.4,0.2,-0.943699774,1.695357555,-0.943699774,0.442594587,-0.250552594
65,2017,Lower_slope,NA,Depos,LS,496030,6403765,116.9577,-32.50338,E,A2,19-34,19,34,26.5,25,15.64337035,93,6.5,0.5,78.5,5.5,0.4,0.774646409,2.387697827,-0.270652706,-2.89169153,1.44,0.176407784,0.022673946,7.780197818,5.33,4.78,17.2,0.7,0.1,0.6,0.005,0.3,0.1,0.021072103,1.812831572,-2.97466017,1.119684392,0.021072103
65,2017,Lower_slope,NA,Depos,LS,496030,6403765,116.9577,-32.50338,B,B,34-50,34,50,42,50,34.77382876,51,8.75,40.25,33.3,5.7,26.3,0.532750665,0.489443005,-1.275648217,0.253454547,NA,0.331294626,0.035477594,9.338136918,5.38,4.44,63.2,5.8,0.4,1.7,0.005,2.8,0.6,0.116746479,1.563665462,-4.265280156,2.062656628,0.522211587
66,2017,Mid-slope,Lower_slope,Eros,MS,496610,6403404,116.9639,-32.50664,A,A,0-5,0,5,2.5,5,5.81,85.179,9.546,5.275,80.2,9,5,-0.728111073,1.896831871,-0.290467067,-0.878253731,1.29,1.57,0.12,13.08333333,5.72,5.26,271.5,6.1,0.005,5.3,0.2,0.7,0.1,-3.718455667,3.24756852,-0.029576213,1.223186755,-0.722723394
66,2017,Mid-slope,Lower_slope,Eros,MS,496610,6403404,116.9639,-32.50664,B1,B,5-20,5,20,12.5,15,5.96,89.948,5.78,4.272,84.6,5.4,4,-0.538854035,2.114009751,-0.637525562,-0.937630154,1.48,0.4,0.03,13.33333333,5.21,4.41,18.28,2.4,0.1,1.5,0.005,0.3,0.005,0.436960411,3.145010613,-2.558771862,1.5355727,-2.558771862
66,2017,Mid-slope,Lower_slope,Eros,MS,496610,6403404,116.9639,-32.50664,B2,B2,20-50,20,50,35,35,16.7,92.127,4.064,3.809,76.7,3.4,3.2,0.429849552,1.954342541,-1.161783736,-1.222408358,1.71,0.3,0.02,15,5.8,4.8,27.56,3.3,0.005,2.2,0.005,0.5,0.1,-2.737535437,3.34923929,-2.737535437,1.867634749,0.258196836
66,2017,Mid-slope,Lower_slope,Eros,MS,496610,6403404,116.9639,-32.50664,B3,B3,50-90,50,90,70,70,18.17,93.176,2.022,4.802,76.2,1.7,3.9,0.618587345,2.052176925,-1.750556286,-0.920207984,1.77,0.09,0.01,9,5.97,5.33,14.65,6.1,0.005,3.1,0.1,2.5,0.2,-3.865787861,2.563931617,-0.870055587,2.348820238,-0.176908407
67,2017,Valley_floor,NA,Depos,VF,496759,6403845,116.9655,-32.50266,A,A,0-5,0,5,2.5,5,1.82,78.3,2.49,19.2,76.9,2.4,18.9,-1.590156758,2.153512617,-1.313524522,0.750168663,1.091,5.810021877,0.507,11.45960923,6.38,5.11,593,12.7,0.005,6,0.3,6.3,3.3,-4.963105647,2.126971189,-0.868761084,2.175761353,1.529134188
67,2017,Valley_floor,NA,Depos,VF,496759,6403845,116.9655,-32.50266,B,B,5-31,5,31,18,15,5.19,74.37,5.67,14.29,70.5,5.4,13.5,-0.901125064,1.707753948,-0.861459808,0.054830924,1.454,2.249907732,0.178,12.63993108,6.64,4.7,132.4,7.6,0.005,3,0.1,3.2,1.3,-4.282962347,2.113967308,-1.287230074,2.178505829,1.277719284
67,2017,Valley_floor,NA,Depos,VF,496759,6403845,116.9655,-32.50266,B2,B2,31-38,31,38,34.5,35,14.38,85.7,10.15,4.15,73.4,8.7,3.6,0.064333563,1.694419146,-0.438181764,-1.320570944,1.718,0.212964132,0.023,9.259310106,6.7,5.87,49.1,2.8,0.005,0.8,0.1,1.2,0.4,-3.586714329,1.488459486,-0.590982056,1.893924594,0.795312305
67,2017,Valley_floor,NA,Depos,VF,496759,6403845,116.9655,-32.50266,2A,NA,38-42,38,42,40,50,11.05,3.1,49.19,47.71,2.8,43.8,42.4,-0.337277578,-1.710088589,1.039925811,1.007440356,1.53,0.31629014,0.042,7.530717623,6.44,5.72,141,10.8,0.005,3.1,0.2,5.3,1.7,-4.582713747,1.847005731,-0.893834293,2.38331044,1.24623187
68,2017,Lower_slope,NA,Depos,LS,496967,6403448,116.9677,-32.50625,A,A,0-16,0,16,8,5,4.63,87.2,5.396,7.404,83.2,5.1,7.1,-0.853228017,2.035462463,-0.756544345,-0.425690101,1.33,1.785010934,0.126123399,14.15289276,5.79,5.01,103.8,3.44,0.93,3.03,0.04,0.52,0.18,0.837751066,2.018884378,-2.308554066,0.256395291,-0.804476669
68,2017,Lower_slope,NA,Depos,LS,496967,6403448,116.9677,-32.50625,E,A2,16-38,16,38,27,25,9.88,83.803,6.904,9.293,75.5,6.2,8.4,-0.35134403,1.682276115,-0.817307249,-0.513624836,1.7,0.23376666,0.019948324,11.71861144,5.69,4.4,24.28,0.95,2.4,0.41,0.05,0.3,0.08,2.223781358,0.456714502,-1.647419653,0.144339816,-1.177416023
68,2017,Lower_slope,NA,Depos,LS,496967,6403448,116.9677,-32.50625,B1,B,38-52,38,52,45,50,1.32,37.214,6.919,55.867,36.7,6.8,55.1,-2.173988468,1.15115655,-0.534697593,1.557529511,1.5,0.252140552,0.030304091,8.320346958,5.27,4.26,71.1,4.19,12.1,0.79,0.07,2.11,0.39,2.612544955,-0.116382831,-2.539920535,0.86602745,-0.822269038
68,2017,Lower_slope,NA,Depos,LS,496967,6403448,116.9677,-32.50625,B2,B2,52-68,52,68,60,70,2.55,32.676,9.54,57.784,31.8,9.3,56.3,-1.727973787,0.795399144,-0.434052746,1.366627389,NA,0.196663558,0.021025149,9.35372953,5.21,4.09,63.2,5.73,2.46,0.58,0.04,3.45,0.63,1.317581926,-0.1273066,-2.801455249,1.655794807,-0.044614884
69,2017,Lower_slope,NA,Depos,LS,497263,6404153,116.9709,-32.49989,A,A,0-15,0,15,7.5,5,8.85,90.53,3.99,5.48,82.5,3.6,5,-0.190479419,2.041901416,-1.089963032,-0.761458965,1.346063992,1.014754534,0.060304698,16.8271225,4.96,4.82,242,3.1,0.005,2.8,0.005,0.6,0.2,-2.960861596,3.367075188,-2.960861596,1.826630147,0.728017858
69,2017,Lower_slope,NA,Depos,LS,497263,6404153,116.9709,-32.49989,E,A2,15-40,15,40,27.5,25,16.30903167,87.74,4.5,7.76,73.4,3.8,6.5,0.218107489,1.72231238,-1.238610489,-0.701809379,1.548027764,0.304028094,0.015705217,19.35841447,5.55,4.38,20.34,1.3,0.1,0.7,0.005,0.3,0.005,0.589388422,2.535298571,-2.406343852,1.688000711,-2.406343852
69,2017,Lower_slope,NA,Depos,LS,497263,6404153,116.9709,-32.49989,B1,B,40-60,40,60,50,50,18.72301725,57.24,4.49,38.27,46.5,3.6,31.1,0.057916733,0.967615409,-1.590903058,0.565370916,1.50942949,0.110658079,0.018125519,6.105098476,5.86,5.18,44.2,5.5,0.1,1.8,0.005,2.3,0.2,-0.744656176,2.145715582,-3.74038845,2.39083804,-0.051508996
69,2017,Lower_slope,NA,Depos,LS,497263,6404153,116.9709,-32.49989,B2,B2,60-85,60,85,72.5,70,5.955470958,41.53,3.5,54.96,39.1,3.3,51.7,-0.863142965,1.018669216,-1.453530782,1.298004531,1.623192822,0.101861298,0.015688583,6.492702141,5.38,4.48,38.8,8.4,0.3,1.6,0.005,4.6,0.3,-0.061932196,1.612044238,-4.156276758,2.668096912,-0.061932196
70,2017,Lower_slope,NA,Depos,LS,499413,6404060,116.9938,-32.50073,A,A,0-10,0,10,5,5,0.1,93.2,4,2.8,93.2,4,2.8,-3.464604195,3.37272862,0.224275259,-0.132399685,1.28,2.17,0.21,10.4,6.5,5.3,275,6.87,0.07,5.65,0.75,1.09,0.16,-2.066921971,2.323993612,0.304655994,0.678515763,-1.240243397
70,2017,Lower_slope,NA,Depos,LS,499413,6404060,116.9938,-32.50073,B,B,10-25,10,25,17.5,15,0.1,95.6,1.5,3,95.5,1.5,3,-3.242739731,3.61897161,-0.53468953,0.158457651,1.36,0.27,0.02,13.3,4.9,4,27.9,1.36,0.06,0.41,0.12,0.12,0.03,-0.522991956,1.398820642,0.170155225,0.170155225,-1.216139136
70,2017,Lower_slope,NA,Depos,LS,499413,6404060,116.9938,-32.50073,C,C,25-38,25,38,31.5,35,0.1,94.3,1.5,4.2,94.2,1.5,4.2,-3.323431273,3.524574001,-0.615381072,0.414238345,1.54,0.16,0.02,10.3,5,3.8,19.8,0.93,0.08,0.35,0.12,0.13,0.02,-0.196117017,1.279789503,0.209348092,0.289390799,-1.582411378
70,2017,Lower_slope,NA,Depos,LS,499413,6404060,116.9938,-32.50073,R,NA,38-48,38,48,43,50,0.1,92.7,3.9,3.4,92.6,3.9,3.4,-3.505199101,3.325675133,0.158362545,0.021161423,NA,0.12,0.01,9.1,4.9,3.8,19.2,0.77,0.1,0.36,0.14,0.15,0.02,-0.082686656,1.19824719,0.253785581,0.322778453,-1.692124568
71,2017,Lower_slope,NA,Depos,LS,499377,6404113,116.9934,-32.50025,A,A,0-15,0,15,7.5,5,0.1,76.9,14.1,9,76.8,14.1,9,-4.023089823,2.62069991,0.925670067,0.476719847,1.35,2.6,0.21,12.2,5.3,4.6,44.3,8.62,0.05,6.93,0.1,1.18,0.25,-2.079084778,2.852507308,-1.385937598,1.082161934,-0.469646866
71,2017,Lower_slope,NA,Depos,LS,499377,6404113,116.9934,-32.50025,B1,B,15-30,15,30,22.5,25,0.2,80.9,10.6,8.5,80.7,10.6,8.5,-3.429993119,2.570183368,0.540298794,0.319510957,1.58,1.17,0.08,14.2,5.1,4.8,192.7,6.76,0.04,5.38,0.07,0.84,0.13,-1.936871484,2.964692715,-1.377255696,1.107650954,-0.758216488
71,2017,Lower_slope,NA,Depos,LS,499377,6404113,116.9934,-32.50025,B2,B2,30-50,30,50,40,50,0.4,82.3,8.2,9.5,82,8.2,9.5,-2.877754349,2.44525563,0.142670537,0.289828182,1.66,0.26,0.02,11.6,6,5,22.5,4.73,0.005,3.17,0.04,0.71,0.06,-3.194444841,3.257604114,-1.115003299,1.761382217,-0.709538191
71,2017,Lower_slope,NA,Depos,LS,499377,6404113,116.9934,-32.50025,B2,B2,50-70,50,70,60,70,0.4,80.6,8.9,10.5,80.3,8.9,10.5,-2.918017088,2.384043265,0.184324921,0.349648901,1.71,0.18,0.02,10.6,5.9,5.1,24.9,4.6,0.005,2.82,0.04,1.15,0.08,-3.325032765,3.010021487,-1.245591223,2.113046544,-0.552444043
72,2017,Lower_slope,NA,Depos,LS,499214,6403703,116.9916,-32.50395,A,A,0-13,0,13,6.5,5,0.1,99.7,0.1,0.2,99.6,0.1,0.2,-1.89922361,5.004523648,-1.89922361,-1.206076429,1.49,2.2,0.21,10.6,5.3,4.8,319,6.38,0.55,6.25,0.37,1.25,0.6,-0.588399024,1.84201944,-0.984814297,0.232581528,-0.501387647
72,2017,Lower_slope,NA,Depos,LS,499214,6403703,116.9916,-32.50395,E,A2,13-24,13,24,18.5,15,0.2,89.4,7.3,3.3,89.2,7.3,3.3,-3.125247898,2.975071054,0.472064362,-0.321887517,1.56,0.29,0.02,11.8,7.6,4.7,16.6,0.4,1.66,0.39,0.13,0.14,0.04,2.038817692,0.59039155,-0.508220739,-0.434112767,-1.686875735
72,2017,Lower_slope,NA,Depos,LS,499214,6403703,116.9916,-32.50395,B1,B,24-36,24,36,30,35,0.1,90,6.9,3.1,89.9,6.9,3.1,-3.617344186,3.183938849,0.616762319,-0.183356981,1.59,0.18,0.02,8.9,5.6,4.6,82.5,1.17,0.98,0.28,0.09,0.1,0.05,1.779683564,0.526920596,-0.608059337,-0.502698821,-1.195846002
72,2017,Lower_slope,NA,Depos,LS,499214,6403703,116.9916,-32.50395,B2,B2,36-85,36,85,60.5,70,0.3,72.2,12.9,14.9,72,12.9,14.9,-3.286793264,2.193845659,0.474406852,0.618540753,1.72,0.1,0.02,4.9,5.2,4.1,77.6,1.07,2.01,0.44,0.14,0.18,0.06,2.021568288,0.502453014,-0.64267929,-0.391364862,-1.489977151
73,2017,Lower_slope,NA,Depos,LS,498861,6403134,116.9879,-32.50908,A,A,0-14,0,14,7,5,0.1,76.2,9.8,14,76.1,9.8,14,-4.040310815,2.594322543,0.544656664,0.901331608,1.26,2.78,0.27,10.1,5.4,4.8,298,8.47,0.02,6.17,0.88,2.09,0.6,-3.513259186,2.218462657,0.270930448,1.135927885,-0.112061804
73,2017,Lower_slope,NA,Depos,LS,498861,6403134,116.9879,-32.50908,E,A2,14-23,14,23,18.5,15,0.1,39.1,4,56.9,39.1,4,56.9,-4.000366862,1.968340698,-0.311487408,2.343513572,1.49,0.49,0.07,7.5,6.1,4.6,130,6.56,0.05,2.55,0.25,2.36,0.47,-2.327273425,1.604552207,-0.717835513,1.527120467,-0.086563736
73,2017,Lower_slope,NA,Depos,LS,498861,6403134,116.9879,-32.50908,B1,B,23-43,23,43,33,35,0.1,32.2,10.3,57.6,32.2,10.3,57.6,-4.191347049,1.583204497,0.44338194,2.164760612,1.29,0.4,0.06,6.8,5.9,5.1,170,7.24,0.25,2.87,0.22,3.08,0.59,-1.136531719,1.304074672,-1.264365091,1.374692239,-0.2778701
73,2017,Lower_slope,NA,Depos,LS,498861,6403134,116.9879,-32.50908,B2,B2,43-80,43,80,61.5,70,0.1,50.8,13.5,36.4,50.7,13.5,36.4,-4.257734912,1.970776091,0.647539866,1.639418955,1.49,0.5,0.07,7.3,6.5,5.8,154,7.25,0.05,1.78,0.1,3.94,0.72,-2.259926804,1.312418833,-1.566779624,2.106986192,0.407301402
