OorE,Profile,Easting,Northing,Latitude,Longitude,Horizon,Horiz_simp,Depth.range,Depth.upper,Depth.lower,Depth.mean,Gravel.pct,Sand.pct,Silt.pct,Clay.pct,Bulk.density,C.pct,N.pct,C.N.ratio,pH.H2O,pH.CaCl2,EC.-S.cm,CEC,ex-Al,ex-Ca,ex-K,ex-Mg,ex-Na,munesll.wet,munsell.dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,117,499300.0,6406201.0,,,A2,NA,22-40,22.0,40.0,31.0,41.0,81.7,8.8,9.5,1.1,3.1,0.0,80.3,7.1,5.2,28.8,2.9,0.0,1.9,0.0,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,117,499300.0,6406201.0,,,B1,NA,40-58,40.0,58.0,49.0,23.1,67.1,14.9,18.1,1.5,0.2,0.0,7.8,7.1,5.5,32.9,3.5,0.0,1.5,0.0,1.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,117,499300.0,6406201.0,,,B2,NA,58-80,58.0,80.0,69.0,11.2,48.7,11.6,39.8,1.4,0.3,0.0,7.4,6.9,5.7,55.1,7.4,0.0,2.4,0.0,4.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,118,497285.0,6404092.0,,,A1p,A,0-10,0.0,10.0,5.0,5.2,97.0,1.1,1.9,1.5,1.4,0.1,16.9,5.5,4.7,59.9,1.8,0.1,1.2,0.1,0.2,0.0,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,118,497285.0,6404092.0,,,A2,NA,10-23,10.0,23.0,16.5,6.5,96.1,1.4,2.4,1.6,0.7,0.0,23.8,5.4,4.4,22.8,1.6,0.1,0.9,0.0,0.1,0.0,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,118,497285.0,6404092.0,,,A2e,NA,23-51,23.0,51.0,37.0,10.4,94.8,1.8,3.4,1.6,0.3,0.0,18.1,5.4,4.4,13.6,0.7,0.1,0.5,0.0,0.1,0.0,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,118,497285.0,6404092.0,,,B21,NA,51-77,51.0,77.0,64.0,18.2,82.8,6.8,10.5,1.7,0.1,0.0,10.0,5.4,4.4,25.1,2.3,0.2,0.6,0.0,1.0,0.1,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,118,497285.0,6404092.0,,,B22,NA,77-100,77.0,0.0,38.5,18.2,77.5,11.5,11.0,1.7,0.2,0.0,11.1,5.3,4.4,35.5,4.7,0.3,0.9,0.1,2.4,0.2,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,119,497233.0,6403538.0,,,A1,A,0 - 18,0.0,18.0,9.0,11.4,87.5,4.3,8.3,1.4,1.4,0.1,14.8,5.8,5.3,451.8,4.4,0.0,3.1,0.3,1.4,2.4,10YR 3/4,N.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,119,497233.0,6403538.0,,,B1,NA,18 - 39,18.0,39.0,28.5,30.7,87.3,4.2,8.5,1.4,0.5,0.0,13.7,6.2,5.0,148.3,3.7,0.1,1.5,0.2,0.9,1.3,7.5YR 4/4,N.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,120,497324.0,6403603.0,,,A1p,A,0-13,0.0,13.0,6.5,12.0,88.3,4.4,7.3,1.6,1.8,0.1,15.5,6.3,5.7,89.4,6.2,0.1,5.9,0.2,1.0,0.2,N.A.,10YR 4/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,120,497324.0,6403603.0,,,B1,NA,13-40,13.0,40.0,26.5,8.0,87.0,4.4,8.6,1.7,0.4,0.0,13.4,6.0,5.0,37.0,2.4,0.1,1.5,0.1,0.4,0.1,N.A.,7.5YR 5/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,120,497324.0,6403603.0,,,B2,NA,40-55,40.0,55.0,47.5,20.0,73.5,9.9,16.6,1.7,0.3,0.0,9.7,6.2,5.2,59.9,6.6,0.3,2.0,0.0,3.8,0.3,N.A.,7.5YR 5/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,120,497324.0,6403603.0,,,B2c,NA,55+,55.0,99.0,77.0,37.0,75.5,12.6,11.9,1.6,0.2,0.0,6.7,6.0,5.3,79.6,7.9,0.1,2.0,0.1,4.8,0.4,N.A.,7.5YR 5/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,121,497689.0,6404242.0,,,1A1 (mixed organic),A,0 - 6,0.0,6.0,3.0,5.0,85.9,4.2,9.9,1.7,1.8,0.1,14.6,5.5,4.7,69.0,7.1,0.0,4.6,0.5,0.7,0.1,2.5YR/2.5/3,5YR/3/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,121,497689.0,6404242.0,,,1B2 (Colluvium layer),NA,6-17,6.0,17.0,11.5,10.0,82.6,4.4,13.0,1.6,0.8,0.1,11.7,5.9,5.0,36.3,6.2,0.0,4.0,0.4,0.7,0.1,2.5YR/3/6,2.5YR/3/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,121,497689.0,6404242.0,,,2B22 (Coluvium layer),NA,17 - 36,17.0,36.0,26.5,23.0,87.5,3.2,9.3,N/A,0.5,0.0,12.5,6.5,5.1,16.0,6.2,0.0,4.5,0.1,0.9,0.1,5YR/4/6,2.5YR/3/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,121,497689.0,6404242.0,,,C (Weathered bedrock),NA,36 - 62,36.0,62.0,49.0,30.0,83.2,4.3,12.5,N/A,0.3,0.0,9.4,7.0,6.1,17.8,6.2,0.0,4.3,0.0,1.1,0.1,2.5YR/3/6,2.5YR/4/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,122,497615.0,6404678.0,,,1A1,A,0 - 11,0.0,11.0,5.5,5.4,95.3,4.6,1.1,1.3,4.2,0.3,15.4,5.5,5.4,62.5,5.2,0.1,3.2,0.2,1.1,0.1,10YR 2/2,10YR 6/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,122,497615.0,6404678.0,,,1A2e,NA,11-28,11.0,28.0,19.5,9.1,93.5,5.2,1.3,1.6,0.3,0.0,19.4,5.9,4.3,22.1,1.3,0.1,0.1,0.1,0.5,0.1,10YR 6/3,10YR 8/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,122,497615.0,6404678.0,,,2A2e,NA,28 - 57,28.0,57.0,42.5,8.3,95.1,4.0,1.0,1.7,0.2,0.0,24.3,6.1,4.5,13.4,1.5,0.1,0.4,0.1,0.3,0.1,2.5Y 6/3,2.5Y 7/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,122,497615.0,6404678.0,,,2B2,NA,57 - 82,57.0,82.0,69.5,13.6,91.3,6.7,2.0,1.6,0.1,0.0,16.7,6.4,4.7,11.2,1.4,0.0,0.1,0.1,0.7,0.1,2.5Y 5/4,2.5Y 7/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,123,497449.0,6404446.0,,,A,A,0 - 16,0.0,16.0,8.0,7.0,92.7,3.0,4.3,1.4,4.6,0.4,11.3,5.9,5.1,124.7,8.6,0.0,5.7,0.3,1.7,0.2,10YR 2/2,10YR 3/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,123,497449.0,6404446.0,,,A2,NA,16 - 32,16.0,32.0,24.0,4.0,93.6,2.6,3.8,1.5,2.3,0.2,13.8,5.4,4.6,53.1,4.1,0.1,2.5,0.1,0.5,0.2,10YR 3/1,10YR 3/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,123,497449.0,6404446.0,,,A2e,NA,32 - 58,32.0,58.0,45.0,15.3,93.8,2.4,3.8,1.5,0.3,0.0,9.7,6.4,4.9,14.0,2.1,0.0,0.8,0.0,0.7,0.1,10YR 3/6,10YR 5/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,123,497449.0,6404446.0,,,B1,NA,58 - 74,58.0,74.0,66.0,19.6,89.2,3.6,7.2,1.8,0.1,0.0,4.1,6.2,4.2,24.9,3.5,0.0,0.7,0.0,2.0,0.2,10YR 5/6,2.5Y 7/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,124,497715.0,6404024.0,,,1A1,A,0-14,0.0,14.0,7.0,NA,90.9,3.5,5.5,1.3,2.2,0.1,14.6,4.9,4.3,113.6,3.5,0.1,2.0,0.4,0.3,0.2,10YR 2/2,10YR 3/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,124,497715.0,6404024.0,,,1B21,NA,14-28,14.0,28.0,21.0,NA,90.5,3.3,6.2,1.6,0.5,0.0,11.6,5.7,4.5,13.8,2.2,0.1,1.4,0.2,0.2,0.0,7.5YR 3/4,10YR 4/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,124,497715.0,6404024.0,,,2B22,NA,28 - 53,28.0,53.0,40.5,NA,91.0,3.6,5.4,1.6,0.3,0.0,9.2,5.8,4.8,14.4,2.8,0.0,1.8,0.2,0.4,0.1,7.5YR 4/6,10YR 4/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,124,497715.0,6404024.0,,,C,NA,53 - 65,53.0,65.0,59.0,NA,93.9,3.1,3.0,NA,0.3,0.0,8.4,5.8,5.0,17.7,2.3,0.0,1.4,0.1,0.5,0.1,7.5YR 4/4,10YR 5/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,125,497401.0,6403840.0,,,A1,A,0-7.5,0.0,0.5,0.3,0.0,82.9,5.9,11.2,1.2,3.1,0.2,14.4,7.0,7.8,705.5,8.1,0.0,2.9,0.1,4.7,3.1,N.A.,10YR 3/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,125,497401.0,6403840.0,,,B1,NA,7.5-18,7.0,18.0,12.5,2.9,86.5,4.8,8.6,1.4,1.1,0.1,14.2,7.0,7.7,562.0,8.1,0.0,2.9,0.1,4.7,3.0,N.A.,10YR 3/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,125,497401.0,6403840.0,,,B21,NA,18-21,18.0,21.0,19.5,10.1,76.8,7.9,15.4,NA,0.5,0.0,9.6,7.9,8.5,334.6,6.3,0.0,1.8,0.1,3.8,1.8,N.A.,10YR 4/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,125,497401.0,6403840.0,,,B22,NA,21-65,21.0,65.0,43.0,0.0,72.6,8.9,18.5,1.8,0.4,0.0,8.6,8.3,8.5,578.0,23.7,0.0,4.7,0.3,15.5,5.6,N.A.,2.5YR 4/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,125,497401.0,6403840.0,,,R,NA,65+,65.0,99.0,82.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,126,499448.0,6404565.0,,,AP,A,0-13,0.0,13.0,6.5,11.0,90.0,3.7,6.2,1.6,1.4,0.1,15.3,5.3,4.9,112.0,4.1,0.1,3.8,0.1,0.5,0.3,5Y/2.5/1,10YR/3/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,126,499448.0,6404565.0,,,AE,NA,13-24,13.0,24.0,18.5,10.5,89.1,4.0,6.8,1.6,0.7,0.0,17.7,5.7,4.8,39.5,1.9,0.1,0.8,0.0,0.6,0.1,2.5Y/4/2,10YR/4/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,126,499448.0,6404565.0,,,B1,NA,24-51,24.0,51.0,37.5,6.8,89.8,4.8,5.3,1.6,0.1,0.0,4.0,6.0,5.0,20.2,0.5,0.0,0.1,0.0,0.3,0.1,2.5Y/7/3,10YR/8/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,126,499448.0,6404565.0,,,B2 High,NA,51-76,51.0,76.0,63.5,12.8,86.3,6.1,7.6,1.8,0.1,0.0,2.9,5.9,5.0,36.3,0.8,0.0,0.1,0.0,0.4,0.1,10YR/7/6,2.5Y/7/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,126,499448.0,6404565.0,,,B2 Low,NA,76-90,76.0,90.0,83.0,19.8,84.2,7.6,8.1,1.7,0.1,0.0,2.8,6.0,5.2,18.6,1.4,0.0,0.2,0.1,0.9,0.1,10YR/6/6,2.5Y/7/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,127,498452.0,6404314.0,,,A1,A,0-16,0.0,16.0,8.0,5.7,64.8,12.9,22.3,1.3,2.7,0.2,12.8,6.1,5.3,380.0,8.9,0.1,4.8,0.2,3.7,1.4,2.5Y/2.5/1,2.5Y/2.5/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,127,498452.0,6404314.0,,,A2,NA,16-45,16.0,45.0,30.5,14.9,79.1,9.2,11.7,1.7,0.3,0.0,10.1,7.5,5.8,96.6,3.2,0.0,1.2,0.0,1.5,0.6,2.5Y/3/3,10YR/4/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,127,498452.0,6404314.0,,,B2,NA,45-110,45.0,10.0,27.5,2.5,13.1,7.1,79.8,1.6,0.3,0.0,6.2,7.1,6.3,533.0,18.2,0.1,4.8,0.1,11.2,3.2,2.5Y/3/3,2.5Y/4/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,128,499196.0,6404897.0,,,A1,A,0-11,0.0,11.0,5.5,12.3,72.5,18.3,9.2,1.5,2.0,0.1,14.2,6.7,5.3,92.4,7.9,0.0,2.4,0.2,4.0,0.9,2.5Y5/2,2.5Y2.5/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,128,499196.0,6404897.0,,,A2,NA,11-20,11.0,20.0,15.5,10.8,83.9,10.5,5.5,1.6,0.6,0.0,11.8,7.3,5.5,36.6,2.5,0.0,0.7,0.1,1.3,0.4,2.5Y5/1,2.5Y3/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,128,499196.0,6404897.0,,,B1,NA,20-44,20.0,44.0,32.0,10.2,82.3,11.6,6.1,1.6,0.4,0.0,10.1,7.1,5.5,59.0,2.5,0.0,0.6,0.0,1.3,0.6,2.5Y5/2,2.5Y3/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,128,499196.0,6404897.0,,,B2 upper,NA,44-54,44.0,54.0,49.0,22.3,84.5,12.0,3.5,1.7,0.1,0.0,4.0,7.3,6.1,44.1,1.5,0.0,0.2,0.0,0.8,0.3,2.5Y7/2,2.5Y6/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,128,499196.0,6404897.0,,,B2 lower,NA,54-76,54.0,76.0,65.0,22.6,75.4,13.3,11.3,1.6,0.1,0.0,6.8,7.0,6.0,87.9,1.7,0.0,0.2,0.0,0.9,0.4,2.5Y8/3,10YR6/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,129,498353.0,6405433.0,,,A1,A,0-13,0.0,13.0,6.5,18.0,80.5,11.2,8.3,1.3,2.0,0.1,23.0,5.1,4.6,2.2,2.0,0.3,0.2,0.0,1.0,0.9,10YR3/3,10YR5/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,129,498353.0,6405433.0,,,A1 dup 2,NA,13-26,13.0,26.0,19.5,20.0,75.1,13.2,11.7,1.4,,,,5.0,4.6,2.4,,,,,,,7.5YR3/3,10YR5/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,129,498353.0,6405433.0,,,B1,NA,26-51,26.0,51.0,38.5,15.0,69.9,19.5,10.6,1.7,0.5,0.0,24.4,5.3,4.8,2.4,1.9,0.1,0.0,0.0,1.8,1.5,10YR4/5,10YR6/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,129,498353.0,6405433.0,,,B2,NA,51-65,51.0,65.0,58.0,13.0,77.4,3.1,19.5,1.8,0.3,0.0,21.3,5.3,4.9,2.8,3.1,0.1,0.0,0.0,3.6,2.4,7.5YR5/6,10YR6/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,130,498389.0,6405747.0,,,AP1 (a),A,0-14,0.0,14.0,7.0,7.2,90.1,3.3,6.6,1.5,,,,6.1,4.9,129.0,4.0,0.1,1.8,0.6,0.8,0.3,2.5Y3/1,2.5Y4/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,130,498389.0,6405747.0,,,AP1 (b),NA,14-34,14.0,34.0,24.0,8.3,90.4,3.3,6.3,1.5,2.9,0.2,18.8,5.9,4.8,162.2,,,,,,,2.5Y3/1,2.5Y4/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,130,498389.0,6405747.0,,,B2,NA,34-52,34.0,52.0,43.0,11.1,78.9,8.3,12.8,1.6,0.2,0.0,13.8,5.8,4.6,74.9,1.3,0.1,0.3,0.2,0.3,0.1,2.5Y7/3,2.5Y8/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,131,498133.0,6404851.0,,,Ap,A,0-7,0.0,7.0,3.5,17.4,80.9,12.9,6.2,1.5,4.4,0.4,11.2,6.1,5.2,426.4,9.8,0.0,7.6,1.4,1.3,0.3,10YR2/2,7.5YR3/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,131,498133.0,6404851.0,,,A1,NA,7-14,7.0,14.0,10.5,14.6,84.5,8.8,6.7,1.5,1.9,0.2,12.0,5.4,4.7,349.5,5.7,0.0,3.5,1.2,0.8,0.2,7.5YR2.5/3,10YR3/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,131,498133.0,6404851.0,,,B1,NA,14-30,14.0,30.0,22.0,17.3,77.0,6.7,16.4,1.5,0.6,0.1,9.1,5.5,4.8,236.5,3.6,0.0,2.3,0.5,0.7,0.2,7.5YR4/6,7.5YR4/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,131,498133.0,6404851.0,,,B2,NA,30-54,30.0,54.0,42.0,30.3,51.8,5.8,42.4,1.7,0.4,0.1,8.5,5.6,4.9,160.3,5.6,0.0,3.1,0.6,1.4,0.2,7.5YR4/6,7.5YR5/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,131,498133.0,6404851.0,,,B22/C,NA,54-80+,54.0,99.0,76.5,33.3,45.1,12.9,42.0,1.7,0.2,0.0,7.3,5.9,5.4,140.1,7.0,0.1,3.5,0.2,2.6,0.3,7.5YR5/8,7.5YR5/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,132,499196.0,6405403.0,,,Ap,A,0-11,0.0,11.0,5.5,15.2,90.4,5.6,4.0,1.3,2.1,0.2,12.2,6.4,5.5,51.4,6.8,0.0,5.4,0.4,0.7,0.1,7.5YR 2.5/2,7.5YR 4/2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,132,499196.0,6405403.0,,,B1,NA,11-27,11.0,27.0,19.0,45.8,92.4,5.5,2.0,1.3,0.4,0.0,11.5,6.0,5.2,58.8,2.7,0.0,1.7,0.2,0.4,0.1,7.5YR 4/4,7.5YR 6/6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,132,499196.0,6405403.0,,,B2 (upper),NA,27-38,27.0,38.0,32.5,42.6,90.1,7.4,2.5,1.5,0.2,0.0,7.5,5.8,5.0,31.9,1.7,0.0,1.1,0.1,0.3,0.1,10YR 5/6,10YR 7/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,132,499196.0,6405403.0,,,B2 (lower),NA,38-49,38.0,49.0,43.5,41.7,87.5,8.6,3.9,1.5,0.2,0.0,7.7,5.8,5.1,42.4,2.1,0.0,1.5,0.1,0.4,0.1,10YR 5/6,10YR 6/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,132,499196.0,6405403.0,,,C,NA,49+,49.0,99.0,74.0,45.7,84.9,6.9,8.2,1.5,0.2,0.0,6.6,5.7,5.3,61.8,5.6,0.0,3.6,0.0,1.4,0.2,10YR 4/6,10YR 5/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,133,498345.0,6404849.0,,,A1,A,0-3,0.0,3.0,1.5,11.7,90.2,5.6,4.2,1.3,3.7,0.3,11.4,6.0,4.7,594.2,5.9,0.1,3.5,0.8,2.2,0.3,5YR 2.5/1,5YR 3/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,133,498345.0,6404849.0,,,A2,NA,3-12,3.0,12.0,7.5,10.7,89.6,6.3,4.1,1.7,1.1,0.1,15.1,5.9,4.5,159.9,2.6,0.2,1.2,0.2,1.3,0.2,5YR 2.5/1,5YR 4/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,133,498345.0,6404849.0,,,B1,NA,12-28,12.0,28.0,20.0,14.5,91.4,6.9,1.8,1.7,0.4,0.0,13.1,6.3,4.7,6.5,1.9,0.0,0.5,0.2,1.0,0.1,7.5 YR 3/2,7.5 YR 6/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,133,498345.0,6404849.0,,,B2,NA,28-45,28.0,45.0,36.5,33.9,91.2,6.3,2.5,1.7,0.4,0.0,10.7,6.7,5.1,58.7,1.8,0.0,0.4,0.1,1.3,0.1,7.5 YR 4/2,7.5 YR 6/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,134,498244.0,6404781.0,,,A,A,0-12,0.0,12.0,6.0,9.2,87.4,6.9,5.7,1.3,4.4,0.4,12.4,7.3,5.4,13.5,10.4,0.1,7.7,0.9,1.5,0.3,7.5YR 4/4,10YR 4/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,134,498244.0,6404781.0,,,B1,NA,18-33,18.0,33.0,25.5,19.2,95.2,2.3,2.5,1.6,0.4,0.0,10.4,6.9,5.1,36.7,3.3,0.0,2.0,0.6,0.4,0.1,7.5YR 3/3,10YR 5/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,134,498244.0,6404781.0,,,B2,NA,33-55,33.0,55.0,44.0,52.3,92.7,6.8,0.5,1.6,0.7,0.1,12.2,6.3,5.9,93.7,2.9,0.1,1.8,0.1,0.6,0.1,7.5YR 4/6,10YR 5/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,135,497501,6403509,,,A1 (1),A,0-15,0.0,15.0,7.5,8,90,5,5,2,2,0,12,7,6,129,4,0,4,0,1,0,2.5YR 2.5/1,10YR 4/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,135,497501,6403509,,,A2E (2),NA,15-37,15.0,37.0,26.0,14,89,7,5,2,0,0,8,6,5,34,1,0,1,0,0,0,10YR 4/3,10YR 7/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,135,497501,6403509,,,B21 (2),NA,37-67,37.0,67.0,52.0,6,48,6,46,2,0,0,6,6,4,64,8,1,1,0,5,1,10YR 5/4,10YR 6/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,135,497501,6403509,,,B22 (1),NA,>67,67.0,99.0,83.0,45,84,10,7,2,0,0,6,6,4,29,5,1,1,0,3,0,10YR 5/8,10 YR 8/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,136,496714,6403446,,,A1,A,0-21,0.0,21.0,10.5,12,89,6,5,2,2,0,13,7,6,154,8,0,8,0,1,0,2.5Y 2.5/1,2.5Y 3/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,136,496714,6403446,,,A2,NA,21-40,21.0,40.0,30.5,12,80,3,16,2,0,0,9,6,5,22,1,0,1,0,0,0,10YR 4/6,10YR 7/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,136,496714,6403446,,,"B1,1",NA,40-48,40.0,48.0,44.0,12,89,6,5,2,0,0,7,6,5,20,1,0,1,0,0,0,10YR 5/4,10YR 7/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,136,496714,6403446,,,"B1,2",NA,48-72,48.0,72.0,60.0,27,NA,NA,NA,NA,0,0,6,7,5,17,1,0,1,1,0,0,10YR 5/6,10YR 7/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,136,496714,6403446,,,B2,NA,72-90,72.0,90.0,81.0,16,42,6,52,2,0,0,8,7,5,39,6,0,2,2,3,1,10YR 5/8,10YR 7/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,137,496891,6404413,,,A1,A,0-12,0.0,12.0,6.0,15,91,1,8,2,2,0,13,6,5,66,4,0,3,0,0,0,2.5Y 3/2,2.5YR 5/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,137,496891,6404413,,,"A2e, 1",NA,12-43,12.0,43.0,27.5,40,91,1,8,2,0,0,11,6,5,18,1,0,1,0,0,0,10YR 5/4,10YR 7/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,137,496891,6404413,,,B21,NA,43-63,43.0,63.0,53.0,8,75,6,20,2,0,0,7,5,4,18,1,0,0,0,0,0,2.5Y 6/6,2.5Y 8/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,137,496891,6404413,,,B22,NA,>63,63.0,99.0,81.0,5,42,6,52,NA,0,0,6,5,5,32,3,0,1,0,3,0,10YR 6/8,10YR 7/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,138,497591,6404091,,,Ap,A,0-14,0.0,14.0,7.0,5,86,6,9,1,2,0,11,6,5,98,4,0,4,0,1,0,7.5YR 2.5/1,7.5YR 3/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,138,497591,6404091,,,A2,NA,14-24.5,14.0,0.5,7.3,9,87,5,8,2,1,0,13,5,4,29,1,0,1,0,0,0,10YR 3/4,10YR 5/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,139,497591,6404091,,,B1,NA,24.5-34,24.0,34.0,29.0,11,79,6,15,2,0,0,9,5,4,15,2,0,2,0,1,0,10YR 4/6,10YR 5/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,139,497591,6404091,,,B2,NA,34- 44,34.0,44.0,39.0,17,54,8,38,1,0,0,8,6,5,24,4,0,3,0,1,0,7.5YR 4/6,7.5YR 5/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,140,497847,6404651,,,A1,A,0-12,0.0,12.0,6.0,14,81,10,9,2,2,0,11,6,5,69,7,0,5,0,1,0,7.5YR 2.5/3,7.5YR4/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
